Dates,NORMAL (mm) ,ACTUAL (mm) 
18-Dec-13,0.12,0
19-Dec-13,0.08,0
20-Dec-13,0.07,0
21-Dec-13,0.12,0
22-Dec-13,0.2,0
23-Dec-13,0.15,0
24-Dec-13,0.26,0
25-Dec-13,0.17,0
26-Dec-13,0.21,0
27-Dec-13,0.21,0
28-Dec-13,0.24,0
29-Dec-13,0.12,0
30-Dec-13,0.18,0
31-Dec-13,0.13,0
01-Jan-14,0.11,0
02-Jan-14,0.09,0
03-Jan-14,0.07,0
04-Jan-14,0.08,0
05-Jan-14,0.11,0
06-Jan-14,0.05,0
07-Jan-14,0.05,0
08-Jan-14,0.04,0
09-Jan-14,0.09,0
10-Jan-14,0.04,0
11-Jan-14,0.1,0
12-Jan-14,0.04,0
13-Jan-14,0.03,0
14-Jan-14,0.06,0
15-Jan-14,0.21,0
16-Jan-14,0.06,0
17-Jan-14,0.04,0.01
18-Jan-14,0.06,0.19
19-Jan-14,0.03,0
20-Jan-14,0.01,0
21-Jan-14,0.01,0
22-Jan-14,0.02,0
23-Jan-14,0.05,0
24-Jan-14,0.09,0
25-Jan-14,0.02,0
26-Jan-14,0.03,0
27-Jan-14,0.01,0
28-Jan-14,0.02,0
29-Jan-14,0.04,0
30-Jan-14,0.14,0
31-Jan-14,0.1,0
01-Feb-14,0.15,0
02-Feb-14,0.02,0
03-Feb-14,0.06,0
04-Feb-14,0.02,0
05-Feb-14,0.03,0
06-Feb-14,0.01,0
07-Feb-14,0.01,0
08-Feb-14,0.06,0
09-Feb-14,0.05,0
10-Feb-14,0.12,0
11-Feb-14,0.05,0
12-Feb-14,0.02,0
13-Feb-14,0.06,0.01
14-Feb-14,0.07,0
15-Feb-14,0.06,0
16-Feb-14,0.06,0
17-Feb-14,0.07,0
18-Feb-14,0.07,0.01
19-Feb-14,0.1,0
20-Feb-14,0.32,0.05
21-Feb-14,0.25,0
22-Feb-14,0.27,0.16
23-Feb-14,0.21,0
24-Feb-14,0.19,0.01
25-Feb-14,0.11,0.01
26-Feb-14,0.09,0.48
27-Feb-14,0.04,1.74
28-Feb-14,0.11,1.44
01-Mar-14,0.11,0.65
02-Mar-14,0.02,0.99
03-Mar-14,0.06,0.65
04-Mar-14,0.13,2.15
05-Mar-14,0.32,1.67
06-Mar-14,0.52,4.21
07-Mar-14,0.2,1.49
08-Mar-14,0.31,5.1
09-Mar-14,0.29,3.01
10-Mar-14,0.14,2.04
11-Mar-14,0.21,0.5
12-Mar-14,0.12,0.78
13-Mar-14,0.11,0
14-Mar-14,0.2,0
15-Mar-14,0.28,0
16-Mar-14,0.34,0
17-Mar-14,0.18,0
18-Mar-14,0.16,0
19-Mar-14,0.14,0
20-Mar-14,0.06,0
21-Mar-14,0.18,0
22-Mar-14,0.19,0
23-Mar-14,0.23,0.03
24-Mar-14,0.3,0.04
25-Mar-14,0.3,0
26-Mar-14,0.23,0
27-Mar-14,0.35,0
28-Mar-14,0.52,0
29-Mar-14,0.51,0
30-Mar-14,0.27,0
31-Mar-14,0.41,0
01-Apr-14,0.62,0.05
02-Apr-14,0.83,1.08
03-Apr-14,0.75,0.59
04-Apr-14,0.64,0.07
05-Apr-14,0.89,0.22
06-Apr-14,1.01,0.07
07-Apr-14,0.69,0.05
08-Apr-14,0.73,0.09
09-Apr-14,0.79,1.78
10-Apr-14,0.71,2.41
11-Apr-14,0.9,0.49
12-Apr-14,1.21,0.65
13-Apr-14,1.15,0.73
14-Apr-14,1.08,0.6
15-Apr-14,1.25,3.55
16-Apr-14,1.21,2.3
17-Apr-14,1.29,0.64
18-Apr-14,0.9,2.67
19-Apr-14,1.12,4.26
20-Apr-14,1.17,2.49
21-Apr-14,1.32,0.3
22-Apr-14,1.27,0.05
23-Apr-14,1.74,0
24-Apr-14,2.12,0.01
25-Apr-14,2.13,0.45
26-Apr-14,1.55,1.06
27-Apr-14,1.9,3.94
28-Apr-14,1.65,3.29
29-Apr-14,1.74,0.54
30-Apr-14,2.29,5.69
01-May-14,2.17,1.73
02-May-14,2.52,4.5
03-May-14,2.38,5.55
04-May-14,2.11,5.54
05-May-14,1.97,1.38
06-May-14,1.98,2.13
07-May-14,1.41,4.13
08-May-14,1.42,5.47
09-May-14,1.63,38.82
10-May-14,1.71,1.39
11-May-14,1.97,1.2
12-May-14,1.84,0.23
13-May-14,2.51,0.16
14-May-14,3.28,0.17
15-May-14,3.17,0.01
16-May-14,3.39,0.01
17-May-14,3.06,0.15
18-May-14,3.57,2.98
19-May-14,2.73,0.99
20-May-14,3.71,9.3
21-May-14,4.29,5.52
22-May-14,3.06,4.87
23-May-14,3.55,0.62
24-May-14,4.18,0.23
25-May-14,4.3,0.4
26-May-14,3.95,0.02
27-May-14,2.95,1.55
28-May-14,3.36,8.29
29-May-14,3.63,6.38
30-May-14,3.65,4.09
31-May-14,3.25,4.46
01-Jun-14,4.35,2.13
02-Jun-14,4.34,0.44
03-Jun-14,4.36,19.15
04-Jun-14,5.24,0.1
05-Jun-14,5.78,2.44
06-Jun-14,6.48,3.8
07-Jun-14,6.14,5.31
08-Jun-14,6.64,0.09
09-Jun-14,5.61,1.14
10-Jun-14,5.01,1.2
11-Jun-14,5.37,2.19
12-Jun-14,5.86,3.54
13-Jun-14,6.46,4.03
14-Jun-14,7.45,2.74
15-Jun-14,7.43,4.3
16-Jun-14,8.04,1.12
17-Jun-14,7.86,6.65
18-Jun-14,7.22,2.89
19-Jun-14,6.68,10.73
20-Jun-14,7.02,8.09
21-Jun-14,7.24,5.65
22-Jun-14,7.88,6.07
23-Jun-14,8.74,2.78
24-Jun-14,8.89,0.94
25-Jun-14,8.73,0.29
26-Jun-14,8.81,0.49
27-Jun-14,9.04,0.1
28-Jun-14,8.01,1.17
29-Jun-14,9.2,2.62
30-Jun-14,10.6,2.53
01-Jul-14,11.32,2.88
02-Jul-14,11.05,3.23
03-Jul-14,9.85,0.55
04-Jul-14,9.68,0.66
05-Jul-14,10.65,2.49
06-Jul-14,10.85,6.85
07-Jul-14,9.9,5.78
08-Jul-14,10.28,9.53
09-Jul-14,9.78,4.95
10-Jul-14,8.87,9.07
11-Jul-14,9.23,7.51
12-Jul-14,9.99,3.99
13-Jul-14,8.9,15.63
14-Jul-14,9.59,15.64
15-Jul-14,9.78,11.3
16-Jul-14,9.27,12.51
17-Jul-14,11.07,8.57
18-Jul-14,10.69,5.31
19-Jul-14,9.79,12.71
20-Jul-14,9.43,10.84
21-Jul-14,10.38,10.37
22-Jul-14,11.27,9.71
23-Jul-14,11.63,14.05
24-Jul-14,10.65,16.76
25-Jul-14,9.9,9.97
26-Jul-14,9.01,9.69
27-Jul-14,9.04,3.74
28-Jul-14,8.86,6.76
29-Jul-14,8.66,6.26
30-Jul-14,9.06,5.02
31-Jul-14,9.13,24.63
01-Aug-14,9.31,21.02
02-Aug-14,9.26,13.02
03-Aug-14,9.13,6.19
04-Aug-14,7.75,7.87
05-Aug-14,8.25,11.73
06-Aug-14,8.07,15.15
07-Aug-14,7.51,11.01
08-Aug-14,7.73,6.99
09-Aug-14,7.95,4.71
10-Aug-14,7.9,4.51
11-Aug-14,7.5,5.31
12-Aug-14,7.74,6.14
13-Aug-14,7.68,3.03
14-Aug-14,7.9,2.96
15-Aug-14,8.21,2.42
16-Aug-14,8.06,1.06
17-Aug-14,7.5,2.22
18-Aug-14,7.1,3.97
19-Aug-14,6.59,12.94
20-Aug-14,6.89,10.61
21-Aug-14,6.93,9.96
22-Aug-14,6.62,17.48
23-Aug-14,6.39,14.93
24-Aug-14,5.87,11.45
25-Aug-14,5.54,8.26
26-Aug-14,4.84,10.21
27-Aug-14,4.37,8.55
28-Aug-14,4.7,14.7
29-Aug-14,4.75,17.2
30-Aug-14,4.65,12.73
31-Aug-14,4.63,9.66
01-Sep-14,4.32,7.62
02-Sep-14,4.95,5.81
03-Sep-14,4.5,2.88
04-Sep-14,4.55,4.83
05-Sep-14,4.24,4.09
06-Sep-14,4.43,4.27
07-Sep-14,4.02,12.64
08-Sep-14,3.7,1.72
09-Sep-14,4.16,1.38
10-Sep-14,4.25,0.67
11-Sep-14,4.56,1.51
12-Sep-14,4.7,1.62
13-Sep-14,3.81,1.7
14-Sep-14,3.97,2
15-Sep-14,4.66,3.9
16-Sep-14,5.38,3.07
17-Sep-14,6.99,6.86
18-Sep-14,6.26,3.51
19-Sep-14,7.7,3.1
20-Sep-14,6.96,8.91
21-Sep-14,7.07,2.66
22-Sep-14,6.64,0.79
23-Sep-14,6.49,5.83
24-Sep-14,6.81,5.67
25-Sep-14,4.76,12.04
26-Sep-14,6.16,10.73
27-Sep-14,6.65,7.69
28-Sep-14,5.95,1.77
29-Sep-14,6.14,11.56
30-Sep-14,6,2.24
01-Oct-14,5.99,7.09
02-Oct-14,7.14,0.66
03-Oct-14,5.86,0.12
04-Oct-14,5.09,0.7
05-Oct-14,4.95,0.84
06-Oct-14,5.61,8.07
07-Oct-14,5.32,9.8
08-Oct-14,6.05,8.07
09-Oct-14,6.04,7.12
10-Oct-14,4.56,2.67
11-Oct-14,4.53,4.97
12-Oct-14,3.62,3.58
13-Oct-14,3.6,0.79
14-Oct-14,3.55,0
15-Oct-14,3.78,0.15
16-Oct-14,3.19,0.78
17-Oct-14,3.2,0.25
18-Oct-14,3.55,2.71
19-Oct-14,3.27,2.55
20-Oct-14,3.91,2.27
21-Oct-14,3.51,2.36
22-Oct-14,4.03,0.92
23-Oct-14,3.87,1.18
24-Oct-14,3.87,3.19
25-Oct-14,3.43,8.57
26-Oct-14,3.01,26.52
27-Oct-14,4.46,12.56
28-Oct-14,3.4,7.85
29-Oct-14,2.83,0.92
30-Oct-14,2.66,0.01
31-Oct-14,1.85,0
01-Nov-14,2.01,0.01
02-Nov-14,2.68,0.32
03-Nov-14,2.03,0.17
04-Nov-14,1.88,0.01
05-Nov-14,2.55,0
06-Nov-14,2.37,0
07-Nov-14,2.56,0
08-Nov-14,2.94,0
09-Nov-14,1.53,0.01
10-Nov-14,1.14,0.7
11-Nov-14,1.07,0.3
12-Nov-14,1.47,0.35
13-Nov-14,1.69,2.07
14-Nov-14,1.3,9.1
15-Nov-14,1.27,8.9
16-Nov-14,1.06,1
17-Nov-14,1,0.02
18-Nov-14,0.74,0
19-Nov-14,1.1,0.29
20-Nov-14,1.14,0
21-Nov-14,1.24,0.03
22-Nov-14,1.68,0
23-Nov-14,1.57,0.03
24-Nov-14,0.85,0.02
25-Nov-14,0.66,0
26-Nov-14,0.76,0
27-Nov-14,0.3,0
28-Nov-14,0.47,0
29-Nov-14,0.8,0
30-Nov-14,0.64,0
01-Dec-14,0.5,0
02-Dec-14,0.42,0
03-Dec-14,0.79,0
04-Dec-14,0.86,0
05-Dec-14,0.45,0
06-Dec-14,0.47,0
07-Dec-14,0.25,0
08-Dec-14,0.34,0.08
09-Dec-14,0.55,0.39
10-Dec-14,0.68,0.4
11-Dec-14,0.48,2.83
12-Dec-14,0.31,2.28
13-Dec-14,0.51,8.19
14-Dec-14,0.56,1.38
15-Dec-14,0.36,0.66
16-Dec-14,0.27,0.51
17-Dec-14,0.22,0
18-Dec-14,0.12,0
19-Dec-14,0.08,0.04
20-Dec-14,0.07,0.05
21-Dec-14,0.12,0
22-Dec-14,0.2,0
23-Dec-14,0.15,0
24-Dec-14,0.26,0
25-Dec-14,0.17,0
26-Dec-14,0.21,0
27-Dec-14,0.21,0
28-Dec-14,0.24,0
29-Dec-14,0.12,0.02
30-Dec-14,0.18,0.05
31-Dec-14,0.13,0.04
01-Jan-15,0.11,0.86
02-Jan-15,0.09,0.95
03-Jan-15,0.07,0.58
04-Jan-15,0.08,0.05
05-Jan-15,0.11,0
06-Jan-15,0.05,0
07-Jan-15,0.05,0
08-Jan-15,0.04,0
09-Jan-15,0.09,0
10-Jan-15,0.04,0
11-Jan-15,0.1,0
12-Jan-15,0.04,0
13-Jan-15,0.03,0
14-Jan-15,0.06,0
15-Jan-15,0.21,0
16-Jan-15,0.06,0
17-Jan-15,0.04,0
18-Jan-15,0.06,0
19-Jan-15,0.03,0
20-Jan-15,0.01,0
21-Jan-15,0.01,0.06
22-Jan-15,0.02,0
23-Jan-15,0.05,0
24-Jan-15,0.09,0
25-Jan-15,0.02,0
26-Jan-15,0.03,0
27-Jan-15,0.01,0
28-Jan-15,0.02,0
29-Jan-15,0.04,0
30-Jan-15,0.14,0
31-Jan-15,0.1,0
01-Feb-15,0.15,0
02-Feb-15,0.02,0
03-Feb-15,0.06,0
04-Feb-15,0.02,0
05-Feb-15,0.03,0
06-Feb-15,0.01,0
07-Feb-15,0.01,0
08-Feb-15,0.06,0
09-Feb-15,0.05,0
10-Feb-15,0.12,0
11-Feb-15,0.05,0
12-Feb-15,0.02,0
13-Feb-15,0.06,0
14-Feb-15,0.07,0
15-Feb-15,0.06,0
16-Feb-15,0.06,0
17-Feb-15,0.07,0
18-Feb-15,0.07,0
19-Feb-15,0.1,0.01
20-Feb-15,0.32,0.11
21-Feb-15,0.25,0
22-Feb-15,0.27,0
23-Feb-15,0.21,0
24-Feb-15,0.19,0
25-Feb-15,0.11,0
26-Feb-15,0.09,0
27-Feb-15,0.04,0
28-Feb-15,0.11,0
01-Mar-15,0.11,3.31
02-Mar-15,0.02,1.15
03-Mar-15,0.06,0.78
04-Mar-15,0.13,1.23
05-Mar-15,0.32,0.59
06-Mar-15,0.52,0.47
07-Mar-15,0.2,3.14
08-Mar-15,0.31,1.26
09-Mar-15,0.29,7.31
10-Mar-15,0.14,3.89
11-Mar-15,0.21,0.27
12-Mar-15,0.12,0
13-Mar-15,0.11,0
14-Mar-15,0.2,0
15-Mar-15,0.28,0.34
16-Mar-15,0.34,1.08
17-Mar-15,0.18,0.32
18-Mar-15,0.16,0.02
19-Mar-15,0.14,0.03
20-Mar-15,0.06,0
21-Mar-15,0.18,0
22-Mar-15,0.19,0
23-Mar-15,0.23,0
24-Mar-15,0.3,0.05
25-Mar-15,0.3,0.03
26-Mar-15,0.23,0.04
27-Mar-15,0.35,0.09
28-Mar-15,0.52,0
29-Mar-15,0.51,0.08
30-Mar-15,0.27,0.03
31-Mar-15,0.41,0.94
01-Apr-15,0.62,2.1
02-Apr-15,0.83,1.24
03-Apr-15,0.75,0.22
04-Apr-15,0.64,0.41
05-Apr-15,0.89,0
06-Apr-15,1.01,0.29
07-Apr-15,0.69,0.64
08-Apr-15,0.73,0.37
09-Apr-15,0.79,1.26
10-Apr-15,0.71,1.01
11-Apr-15,0.9,5.03
12-Apr-15,1.21,6.82
13-Apr-15,1.15,10.14
14-Apr-15,1.08,4.85
15-Apr-15,1.25,2.17
16-Apr-15,1.21,1.96
17-Apr-15,1.29,2.76
18-Apr-15,0.9,1.11
19-Apr-15,1.12,0.11
20-Apr-15,1.17,0.26
21-Apr-15,1.32,0.09
22-Apr-15,1.27,3.2
23-Apr-15,1.74,2.01
24-Apr-15,2.12,9.53
25-Apr-15,2.13,2.48
26-Apr-15,1.55,2.88
27-Apr-15,1.9,1.8
28-Apr-15,1.65,0.41
29-Apr-15,1.74,1.5
30-Apr-15,2.29,3.02
01-May-15,2.17,1.31
02-May-15,2.52,0.63
03-May-15,2.38,4.31
04-May-15,2.11,0.46
05-May-15,1.97,4.21
06-May-15,1.98,2.57
07-May-15,1.41,2.73
08-May-15,1.42,2.81
09-May-15,1.63,0.59
10-May-15,1.71,1.69
11-May-15,1.97,1.05
12-May-15,1.84,3.15
13-May-15,2.51,6.94
14-May-15,3.28,5.83
15-May-15,3.17,2.14
16-May-15,3.39,8.14
17-May-15,3.06,8.66
18-May-15,3.57,6.14
19-May-15,2.73,4.17
20-May-15,3.71,2.96
21-May-15,4.29,0.16
22-May-15,3.06,0.33
23-May-15,3.55,0.03
24-May-15,4.18,0.13
25-May-15,4.3,0.16
26-May-15,3.95,0.03
27-May-15,2.95,0.01
28-May-15,3.36,6.14
29-May-15,3.63,0.16
30-May-15,3.65,14.85
31-May-15,3.25,0.31
01-Jun-15,4.35,12.81
02-Jun-15,4.34,2.21
03-Jun-15,4.36,4.34
04-Jun-15,5.24,2.21
05-Jun-15,5.78,8.32
06-Jun-15,6.48,1.93
07-Jun-15,6.14,1.86
08-Jun-15,6.64,2.32
09-Jun-15,5.61,3.15
10-Jun-15,5.01,5.87
11-Jun-15,5.37,1.04
12-Jun-15,5.86,5.49
13-Jun-15,6.46,4.18
14-Jun-15,7.45,6.4
15-Jun-15,7.43,4.36
16-Jun-15,8.04,3.74
17-Jun-15,7.86,2.62
18-Jun-15,7.22,5.23
19-Jun-15,6.68,5.9
20-Jun-15,7.02,13.59
21-Jun-15,7.24,16.12
22-Jun-15,7.88,20.45
23-Jun-15,8.74,11.08
24-Jun-15,8.89,12.79
25-Jun-15,8.73,11.49
26-Jun-15,8.81,12.02
27-Jun-15,9.04,4.08
28-Jun-15,8.01,2.5
29-Jun-15,9.2,1.17
30-Jun-15,10.6,3.7
01-Jul-15,11.32,1.84
02-Jul-15,11.05,3.2
03-Jul-15,9.85,1.81
04-Jul-15,9.68,1.43
05-Jul-15,10.65,0.61
06-Jul-15,10.85,0.29
07-Jul-15,9.9,0.36
08-Jul-15,10.28,2.63
09-Jul-15,9.78,5.1
10-Jul-15,8.87,8.79
11-Jul-15,9.23,3.68
12-Jul-15,9.99,3.69
13-Jul-15,8.9,2.13
14-Jul-15,9.59,1.29
15-Jul-15,9.78,9.14
16-Jul-15,9.27,3.34
17-Jul-15,11.07,4
18-Jul-15,10.69,8.98
19-Jul-15,9.79,8.44
20-Jul-15,9.43,18.42
21-Jul-15,10.38,4.1
22-Jul-15,11.27,2.61
23-Jul-15,11.63,4
24-Jul-15,10.65,4.08
25-Jul-15,9.9,2.03
26-Jul-15,9.01,3.23
27-Jul-15,9.04,3.94
28-Jul-15,8.86,2.31
29-Jul-15,8.66,1.02
30-Jul-15,9.06,0.82
31-Jul-15,9.13,2.87
01-Aug-15,9.31,5.41
02-Aug-15,9.26,5.22
03-Aug-15,9.13,2.05
04-Aug-15,7.75,3.79
05-Aug-15,8.25,5.04
06-Aug-15,8.07,6.97
07-Aug-15,7.51,5.61
08-Aug-15,7.73,7.14
09-Aug-15,7.95,4.16
10-Aug-15,7.9,4.15
11-Aug-15,7.5,4.78
12-Aug-15,7.74,6.09
13-Aug-15,7.68,6.05
14-Aug-15,7.9,3.51
15-Aug-15,8.21,2.33
16-Aug-15,8.06,4.68
17-Aug-15,7.5,5.89
18-Aug-15,7.1,4.25
19-Aug-15,6.59,6.24
20-Aug-15,6.89,5.44
21-Aug-15,6.93,7.48
22-Aug-15,6.62,8.34
23-Aug-15,6.39,6.62
24-Aug-15,5.87,1.95
25-Aug-15,5.54,1.46
26-Aug-15,4.84,0.91
27-Aug-15,4.37,8.61
28-Aug-15,4.7,4.38
29-Aug-15,4.75,1.73
30-Aug-15,4.65,2.15
31-Aug-15,4.63,1.34
01-Sep-15,4.32,0.19
02-Sep-15,4.95,0.13
03-Sep-15,4.5,0.23
04-Sep-15,4.55,1.34
05-Sep-15,4.24,10.66
06-Sep-15,4.43,7.58
07-Sep-15,4.02,23.8
08-Sep-15,3.7,13.66
09-Sep-15,4.16,9.23
10-Sep-15,4.25,9.34
11-Sep-15,4.56,10.64
12-Sep-15,4.7,3.66
13-Sep-15,3.81,0.69
14-Sep-15,3.97,5.74
15-Sep-15,4.66,12.17
16-Sep-15,5.38,10.12
17-Sep-15,6.99,4.06
18-Sep-15,6.26,3.69
19-Sep-15,7.7,2.24
20-Sep-15,6.96,1.52
21-Sep-15,7.07,1.81
22-Sep-15,6.64,0.11
23-Sep-15,6.49,0.34
24-Sep-15,6.81,0.72
25-Sep-15,4.76,11.05
26-Sep-15,6.16,9.59
27-Sep-15,6.65,1.98
28-Sep-15,5.95,10.6
29-Sep-15,6.14,1.65
30-Sep-15,6,3.13
01-Oct-15,5.99,6.33
02-Oct-15,7.14,8.72
03-Oct-15,5.86,5.2
04-Oct-15,5.09,5.36
05-Oct-15,4.95,24.22
06-Oct-15,5.61,11.48
07-Oct-15,5.32,5.97
08-Oct-15,6.05,5.43
09-Oct-15,6.04,1.21
10-Oct-15,4.56,1.52
11-Oct-15,4.53,2.42
12-Oct-15,3.62,7.21
13-Oct-15,3.6,0.74
14-Oct-15,3.55,0.24
15-Oct-15,3.78,0.05
16-Oct-15,3.19,0.02
17-Oct-15,3.2,0.06
18-Oct-15,3.55,0.22
19-Oct-15,3.27,0.34
20-Oct-15,3.91,0.16
21-Oct-15,3.51,0.15
22-Oct-15,4.03,0.12
23-Oct-15,3.87,0
24-Oct-15,3.87,0
25-Oct-15,3.43,0
26-Oct-15,3.01,0.01
27-Oct-15,4.46,0.08
28-Oct-15,3.4,0.39
29-Oct-15,2.83,3.34
30-Oct-15,2.66,3.7
31-Oct-15,1.85,1.48
01-Nov-15,2.01,0.83
02-Nov-15,2.68,10.93
03-Nov-15,2.03,10.09
04-Nov-15,1.88,7.85
05-Nov-15,2.55,7.98
06-Nov-15,2.37,0.37
07-Nov-15,2.56,0.05
08-Nov-15,2.94,0.16
09-Nov-15,1.53,0.2
10-Nov-15,1.14,11.4
11-Nov-15,1.07,4.84
12-Nov-15,1.47,1.79
13-Nov-15,1.69,3.7
14-Nov-15,1.3,0.15
15-Nov-15,1.27,0.16
16-Nov-15,1.06,2.61
